Online boarding,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,Age,satisfaction
1,1,1,1,1,1013.0,4,4,2,1,1,8,0
2,2,0,0,1,1399.0,1,5,4,1,2,39,0
5,5,0,0,3,2296.0,4,3,3,5,5,40,1
4,1,0,0,2,2296.0,4,2,2,3,1,54,1
4,2,1,1,3,546.0,4,4,3,3,4,55,0
3,3,1,1,1,356.0,1,2,5,1,3,32,0
3,3,0,0,5,407.0,3,3,4,5,3,27,0
4,4,1,1,5,265.0,5,5,2,5,4,34,0
2,2,1,0,3,1416.0,3,2,2,3,2,18,1
0,0,1,0,5,507.0,5,5,4,5,0,9,1
2,2,1,0,3,139.0,2,2,4,3,2,24,0
4,5,0,0,2,1345.0,5,2,2,3,5,58,1
5,2,0,0,5,2106.0,5,5,5,3,2,51,1
4,4,0,0,4,515.0,5,4,4,5,4,42,1
4,4,0,0,5,2075.0,4,5,5,5,4,59,1
3,4,1,1,2,546.0,1,4,2,3,4,65,0
3,3,1,1,2,806.0,2,2,3,2,3,11,0
5,1,1,1,5,834.0,5,1,5,5,1,58,0
5,5,0,0,2,589.0,2,5,3,2,5,44,1
4,2,0,0,2,1546.0,4,2,2,3,5,48,0
4,1,0,0,5,3386.0,5,5,5,4,1,48,1
3,3,0,0,4,802.0,4,5,4,4,3,27,0
0,0,1,1,2,236.0,2,2,3,2,0,45,1
3,3,2,1,3,813.0,3,5,4,3,3,21,0
5,1,1,1,3,353.0,4,4,3,3,4,47,0
3,3,1,0,4,200.0,4,3,3,4,4,77,0
3,3,1,1,3,1235.0,5,3,3,3,3,10,0
4,4,1,1,1,601.0,1,4,3,1,4,14,0
2,2,1,0,1,89.0,1,4,3,1,2,21,0
4,2,0,0,4,2306.0,4,3,4,4,2,30,1
5,2,0,0,4,1579.0,5,4,4,3,2,53,1
1,1,0,0,1,1620.0,1,2,1,1,4,27,0
4,3,1,0,3,419.0,3,3,3,4,4,55,0
5,1,0,0,5,1681.0,5,5,5,5,1,30,1
5,2,1,1,1,1262.0,5,2,1,4,2,53,0
4,4,1,0,4,946.0,4,3,5,4,1,42,1
3,4,0,0,4,1609.0,2,4,4,3,4,54,0
4,2,0,0,2,956.0,4,2,2,3,2,58,1
3,2,1,0,2,107.0,3,2,2,2,5,76,0
3,3,1,1,2,936.0,2,1,3,2,3,17,0
4,3,0,0,4,1948.0,5,4,4,4,3,44,1
1,1,0,0,4,628.0,4,4,4,2,1,42,1
4,2,0,0,4,3726.5,5,4,4,5,2,60,1
2,0,0,0,1,2342.0,1,1,1,2,0,77,1
2,3,2,1,2,262.0,3,0,2,2,0,41,0
5,1,0,1,2,416.0,1,1,2,5,1,70,0
5,2,0,0,5,1046.0,5,5,5,4,2,39,1
5,5,1,0,2,261.0,2,5,2,2,5,23,1
1,1,0,0,5,273.0,5,4,4,5,1,25,0
3,3,0,0,3,2391.0,3,3,4,3,3,30,0
3,3,1,1,5,365.0,1,2,5,5,3,39,0
4,3,0,0,3,196.0,3,3,5,3,4,32,0
5,1,1,1,5,270.0,5,1,5,4,1,50,0
2,2,1,1,1,405.0,1,2,3,1,2,19,0
4,3,0,1,1,1747.0,4,3,1,5,3,38,0
3,2,1,1,4,1235.0,4,2,4,2,2,43,0
4,2,0,0,5,2565.0,5,5,3,5,1,29,1
4,2,0,0,4,731.0,4,4,4,4,2,53,1
3,3,1,1,2,2026.0,4,4,4,2,3,26,0
3,3,2,0,3,531.0,3,3,3,4,1,57,0
5,5,0,0,4,1262.0,4,4,4,5,5,58,1
4,3,0,1,2,445.0,5,3,2,5,3,65,0
2,4,2,1,1,2475.0,2,3,2,2,4,42,0
3,3,0,0,3,2861.0,3,4,2,3,3,18,0
0,0,1,0,4,438.0,1,4,4,4,0,31,1
4,2,0,0,4,170.0,4,2,1,4,2,26,1
4,4,0,0,4,971.0,2,3,3,4,4,29,1
4,1,0,0,5,273.0,5,5,5,4,1,48,1
2,2,1,1,4,779.0,5,3,5,4,2,17,0
3,3,1,0,3,671.0,3,4,4,3,5,50,0
2,2,1,0,4,1006.0,4,3,4,4,2,24,0
2,2,1,1,2,802.0,2,1,2,2,2,18,0
2,2,1,1,5,301.0,5,5,5,5,2,16,0
5,3,0,0,4,1555.0,4,4,4,4,3,50,1
3,3,0,0,2,1766.0,3,4,3,3,2,37,0
3,3,0,0,2,1843.0,3,2,2,3,3,65,0
5,1,0,0,4,2586.0,4,4,4,4,1,57,1
5,1,0,0,4,1817.0,5,4,4,5,2,40,1
4,4,0,0,4,1635.0,4,5,3,4,4,36,0
5,5,0,0,2,267.0,2,1,1,2,5,42,1
4,5,0,0,1,361.0,1,5,4,1,4,25,1
5,3,0,0,5,201.0,5,3,4,5,3,23,1
4,5,0,0,2,3726.5,4,2,2,5,5,43,1
1,1,2,0,1,1674.0,1,2,2,1,4,46,0
5,4,0,1,5,1197.0,4,4,5,3,4,57,0
2,2,1,1,2,669.0,2,4,1,2,2,9,0
2,2,1,0,2,610.0,2,4,2,2,4,57,1
4,4,0,1,1,177.0,4,4,1,4,4,69,0
4,1,1,0,1,284.0,4,3,1,4,1,20,0
5,5,0,1,2,521.0,2,5,4,2,5,20,1
2,2,2,0,4,403.0,5,5,4,4,2,23,0
3,3,1,1,4,782.0,4,2,4,4,3,64,0
4,4,0,0,5,2611.0,5,5,5,5,1,48,1
3,4,0,0,4,1773.0,4,5,4,3,4,41,1
1,1,1,1,1,946.0,1,4,3,1,1,11,0
1,1,1,1,1,937.0,5,3,4,1,1,43,0
4,3,0,0,5,1787.0,3,4,5,3,2,58,0
1,1,0,0,1,1501.0,1,1,1,1,5,30,0
2,2,1,1,2,326.0,2,3,4,2,2,11,0
1,1,0,0,1,762.0,1,5,3,1,1,16,0
1,1,0,1,2,594.0,2,2,3,2,1,18,0
3,3,0,0,3,899.0,3,4,2,3,3,39,1
1,1,1,0,1,2296.0,1,4,2,1,5,31,0
2,2,0,0,5,628.0,5,2,3,5,2,25,0
2,2,1,1,1,409.0,2,3,1,1,3,51,0
3,3,1,1,5,213.0,5,4,5,5,3,63,0
0,1,1,1,4,1500.0,4,1,2,4,0,34,0
3,3,0,0,3,2842.0,3,5,4,3,3,30,0
4,3,0,0,4,2638.0,5,4,4,5,3,63,1
5,1,0,0,5,102.0,4,5,5,5,1,43,1
4,4,1,1,2,315.0,2,3,1,2,4,18,1
3,3,1,1,2,1749.0,2,2,3,2,3,16,0
3,1,0,0,5,930.0,3,4,5,3,1,36,0
5,5,0,0,4,3682.0,5,4,4,4,5,42,1
3,3,1,1,3,337.0,4,2,3,3,3,56,0
4,3,0,0,4,1536.0,4,2,3,4,3,24,1
5,3,1,1,4,238.0,5,3,4,5,3,64,0
3,3,0,0,5,2218.0,5,5,5,4,3,39,1
5,3,0,0,4,1763.0,4,2,5,4,3,31,1
4,3,0,0,5,3326.0,2,5,5,3,3,42,1
4,4,2,0,4,374.0,4,5,3,4,4,47,1
3,3,2,0,3,587.0,2,4,3,3,1,25,0
3,1,0,0,1,3377.0,3,1,1,1,5,49,0
3,3,0,0,3,883.0,4,3,3,4,1,58,0
1,1,1,0,3,852.0,3,1,2,3,1,57,0
5,2,0,0,5,650.0,5,4,5,5,2,19,1
5,4,0,0,5,2686.0,5,5,5,3,4,42,1
2,2,2,1,5,589.0,5,3,4,5,2,7,0
4,4,0,1,1,205.0,1,1,5,1,4,12,0
4,3,0,0,4,1035.0,5,5,4,4,3,41,1
4,4,1,1,4,550.0,4,5,3,4,4,13,0
5,2,0,0,5,1747.0,5,5,5,5,2,55,1
3,3,1,1,1,409.0,1,1,4,1,3,14,0
4,4,1,0,4,1013.0,4,3,5,4,5,72,1
2,2,1,0,2,677.0,2,1,4,2,3,28,0
5,2,0,0,5,812.0,5,4,3,5,2,30,1
5,2,1,1,4,3302.0,3,5,5,3,3,55,0
0,0,0,0,2,251.0,2,4,3,2,0,27,1
5,4,1,0,4,230.0,3,4,4,3,2,44,1
4,5,0,0,5,2562.0,4,5,5,3,5,51,1
4,4,0,0,2,1494.0,4,3,4,4,4,40,1
2,4,1,0,4,720.0,5,4,4,1,4,50,1
4,4,0,0,4,2248.0,1,4,4,4,4,58,1
4,2,0,0,5,3130.0,4,5,5,3,2,57,1
5,5,0,0,4,2146.0,4,4,4,4,1,46,1
4,4,0,0,4,2059.0,5,4,4,5,4,40,1
3,3,1,0,4,1072.0,4,4,5,4,3,25,0
4,4,1,0,4,101.0,4,1,3,4,4,31,1
2,2,1,1,2,2218.0,2,5,4,2,2,29,0
3,3,1,1,2,585.0,2,3,4,2,3,17,0
3,3,1,0,3,585.0,3,5,4,3,5,34,0
3,3,1,1,3,425.0,3,3,4,3,3,63,0
3,2,0,0,2,3657.0,3,2,2,3,5,39,0
5,5,1,0,5,120.0,2,5,5,2,1,50,1
2,2,1,1,4,453.0,3,5,3,4,2,12,0
3,4,1,1,4,872.0,4,5,2,4,3,9,0
4,1,0,1,2,409.0,4,1,2,4,1,36,0
4,1,1,1,2,531.0,2,1,2,4,1,45,0
4,1,1,1,5,406.0,4,5,5,4,5,58,0
3,3,1,1,3,647.0,3,4,3,3,3,26,0
5,2,0,1,5,643.0,5,2,5,3,2,52,0
2,2,0,0,2,2962.0,2,2,2,1,3,43,0
1,1,1,0,4,590.0,4,2,1,4,1,28,0
5,1,1,0,1,192.0,5,3,3,5,1,24,0
4,4,0,0,4,363.0,4,1,2,4,4,40,1
2,3,1,0,3,366.0,3,3,3,2,4,51,0
2,2,1,1,5,235.0,5,4,5,5,2,12,0
2,2,2,0,2,1107.0,2,4,4,2,2,29,0
1,3,0,0,5,262.0,1,5,5,2,3,61,1
5,3,0,0,3,3726.5,5,3,3,3,3,57,1
4,4,0,0,5,620.0,5,4,5,5,4,26,0
1,1,1,0,1,632.0,3,2,3,1,3,11,0
2,1,1,1,5,2342.0,1,2,3,5,2,42,0
4,2,1,1,3,1547.0,5,2,3,3,2,61,0
4,5,0,0,5,1770.0,5,5,5,1,5,52,1
2,2,1,1,4,680.0,4,4,5,4,2,43,0
3,3,1,1,1,255.0,1,3,3,1,3,52,0
3,3,1,1,4,937.0,5,4,2,4,3,70,0
5,5,0,0,5,2691.0,5,3,3,5,5,24,1
2,2,0,1,4,631.0,4,5,1,4,2,14,0
2,3,0,0,2,3596.0,2,5,3,2,3,19,1
3,3,1,0,2,239.0,5,1,2,2,3,48,0
1,1,0,0,5,2996.0,1,5,5,3,1,65,1
2,2,1,0,1,231.0,1,2,4,1,2,21,0
5,5,1,1,2,328.0,2,3,5,2,5,45,1
4,4,1,0,4,163.0,4,3,5,4,3,38,1
2,2,0,0,2,3446.0,3,2,2,3,1,67,0
4,1,0,0,4,2754.0,3,4,4,4,4,67,1
3,2,1,1,4,342.0,3,2,4,1,2,61,0
3,3,0,0,3,2847.0,2,3,3,2,3,79,0
3,1,0,0,1,1731.0,3,2,1,4,5,39,0
4,3,0,0,5,3060.0,5,5,5,4,4,44,1
4,4,1,0,4,78.0,4,5,4,4,4,47,0
2,2,1,1,4,373.0,4,5,5,4,2,10,0
4,4,0,0,4,2089.0,4,4,4,4,4,56,1
5,5,0,0,5,788.0,5,5,5,3,5,53,1
5,1,0,0,5,3434.0,5,1,5,5,1,24,1
4,5,0,0,5,1107.0,5,5,5,5,5,49,1
3,3,1,1,3,691.0,3,2,3,3,3,8,0
2,2,1,0,2,1237.0,2,1,3,2,1,27,0
4,1,0,0,3,3641.0,5,4,3,3,1,59,1
3,3,1,1,1,441.0,1,3,3,1,3,50,0
1,1,1,1,3,1814.0,3,5,4,3,1,37,0
5,4,0,0,4,3726.5,4,4,4,3,4,71,1
4,2,0,0,5,1671.0,4,5,5,5,2,35,1
2,2,0,0,3,2611.0,3,4,4,3,2,33,0
2,2,1,1,3,433.0,3,4,3,3,2,30,0
4,4,1,0,2,1310.0,2,3,3,2,4,24,1
2,2,0,0,1,2448.0,2,4,1,2,3,10,0
5,2,0,1,3,802.0,4,3,3,5,3,51,0
2,3,0,0,3,395.0,3,3,3,3,3,53,1
4,5,0,0,4,1507.0,5,4,4,3,5,56,1
4,2,1,0,1,478.0,3,2,1,1,5,63,0
5,2,1,1,5,998.0,4,2,5,3,2,52,0
1,3,1,1,4,859.0,2,3,4,3,3,53,0
5,5,1,1,3,369.0,5,3,1,3,5,15,1
3,3,0,0,3,1249.0,4,3,3,2,5,38,0
4,4,1,0,4,803.0,4,1,4,4,2,40,0
4,3,0,0,4,1651.0,4,4,4,3,3,58,1
4,1,1,1,4,349.0,4,3,3,4,4,27,0
3,3,1,0,3,156.0,3,3,1,3,5,41,0
0,0,1,0,1,679.0,1,2,2,1,0,25,1
2,2,1,0,2,1733.0,2,4,4,2,1,34,0
3,4,0,0,4,3104.0,4,3,3,4,3,27,0
4,4,1,1,3,1055.0,3,5,1,3,4,14,0
4,2,0,0,2,2805.0,4,2,2,3,1,46,0
3,3,1,1,4,669.0,5,5,5,4,3,44,0
3,1,0,0,1,2164.0,4,1,1,3,4,43,0
5,5,1,1,5,583.0,4,4,3,5,5,43,1
4,5,0,0,4,2816.0,4,3,1,4,5,29,1
4,3,0,0,4,3446.0,5,4,4,3,3,39,1
4,5,0,0,5,519.0,4,5,5,3,5,49,1
4,3,0,0,5,248.0,5,5,5,3,3,56,1
2,2,1,0,2,447.0,2,4,4,2,2,36,0
5,5,0,0,5,3281.0,5,5,5,3,5,55,1
3,3,1,1,3,1972.0,2,5,5,3,3,24,0
1,1,1,0,4,86.0,3,2,3,4,1,38,0
1,2,1,1,4,315.0,2,2,4,1,2,63,0
5,1,1,1,4,834.0,4,1,4,3,1,44,0
3,3,2,0,3,448.0,3,3,2,3,2,35,0
5,4,1,0,3,149.0,3,3,1,3,5,26,0
4,3,1,0,3,689.0,3,3,3,3,2,51,0
3,3,1,0,3,102.0,3,2,3,3,3,37,0
1,1,1,0,5,944.0,5,2,1,5,1,21,0
1,1,1,1,1,235.0,2,5,4,1,1,45,0
1,1,1,0,3,391.0,3,1,1,3,1,47,0
5,4,2,1,4,334.0,4,4,4,3,4,68,0
2,2,1,1,1,204.0,1,4,2,1,2,10,0
2,2,1,1,5,733.0,5,2,1,5,2,7,0
4,5,0,0,5,1389.0,5,5,5,3,5,40,1
1,2,2,1,3,689.0,3,3,3,3,1,35,0
4,3,2,1,3,459.0,3,4,3,3,4,35,0
3,3,2,0,3,621.0,3,3,4,3,5,28,0
1,2,0,0,5,374.0,4,5,5,4,2,40,1
3,3,2,0,4,925.0,4,1,3,4,3,45,0
2,2,1,0,2,325.0,2,2,4,2,4,59,0
2,2,2,1,2,631.0,2,4,3,2,2,14,0
5,4,0,0,3,2475.0,5,4,3,5,4,56,1
5,5,1,0,4,328.0,4,2,5,4,5,22,1
3,3,0,0,3,2682.0,3,3,1,3,4,17,0
1,1,1,0,4,488.0,4,5,4,4,1,24,0
3,3,1,0,4,416.0,4,1,4,4,3,18,0
2,2,1,1,4,363.0,4,4,4,4,2,52,0
4,3,0,1,3,507.0,4,3,3,2,3,59,0
1,0,0,0,5,828.0,5,1,3,5,1,24,1
3,1,2,1,3,436.0,3,4,3,4,4,58,0
2,2,1,0,2,411.0,2,1,3,2,2,23,0
3,3,0,0,1,2909.0,3,1,1,1,2,39,0
3,5,1,0,5,196.0,4,5,5,1,2,45,1
2,2,1,0,2,600.0,2,1,3,2,3,42,0
1,1,1,1,1,594.0,2,1,1,4,1,51,0
5,2,0,0,5,2478.0,4,5,5,4,2,51,1
4,4,1,0,4,150.0,4,3,2,4,3,37,1
5,5,0,0,5,2556.0,5,4,2,5,5,41,1
3,3,1,1,1,1304.0,1,3,4,1,3,26,0
2,2,1,1,1,762.0,1,3,3,1,2,69,0
5,5,1,0,1,1262.0,1,5,5,1,5,22,1
3,1,0,0,5,2248.0,3,4,4,3,1,33,1
5,3,0,0,5,3631.0,5,5,5,4,3,44,1
2,2,1,0,2,733.0,1,3,3,2,2,28,0
2,2,1,1,2,946.0,2,2,2,4,2,57,0
1,1,2,1,3,733.0,4,2,1,3,1,28,0
3,4,0,0,4,1237.0,3,4,4,1,4,38,1
4,4,0,0,3,3315.0,5,4,3,3,4,42,1
2,2,1,1,4,1068.0,4,5,3,4,2,31,0
5,2,0,0,4,2902.0,4,4,4,3,2,53,1
3,3,0,0,3,2926.0,3,3,3,4,4,49,0
2,3,2,1,3,393.0,3,2,5,3,2,9,0
4,5,0,0,4,1589.0,5,4,4,3,5,43,1
5,5,0,0,1,369.0,1,2,5,1,5,20,1
4,4,0,0,4,184.0,5,4,4,5,4,50,1
4,1,0,0,4,2836.0,4,4,4,5,1,34,1
4,4,0,0,4,1633.0,4,5,5,4,4,10,1
1,4,0,0,4,3726.5,3,4,4,3,4,41,1
5,3,1,1,1,280.0,4,3,1,4,3,55,0
2,2,2,1,4,802.0,4,3,2,4,2,63,0
4,2,2,0,2,1521.0,4,2,2,1,4,53,0
2,2,1,0,3,602.0,3,5,3,3,2,11,0
3,2,1,1,3,447.0,4,2,3,2,2,53,0
2,2,1,0,2,807.0,2,1,1,2,2,21,0
5,1,0,0,4,564.0,5,5,4,5,4,60,1
4,2,0,0,2,429.0,4,3,2,2,2,34,0
3,3,1,1,5,463.0,5,5,4,5,3,7,0
3,3,1,1,3,599.0,3,2,4,3,3,36,0
5,1,1,1,4,523.0,5,1,4,3,1,44,0
4,2,0,0,5,3593.0,5,5,5,5,2,57,1
4,2,1,1,3,214.0,4,2,3,1,2,69,0
4,3,1,1,2,577.0,4,3,2,3,3,62,0
2,2,1,1,2,654.0,2,3,5,2,2,27,0
3,3,1,0,1,1048.0,1,5,1,1,3,37,0
5,4,0,0,3,3726.5,4,4,3,5,4,42,1
4,2,0,0,5,1749.0,4,5,5,5,2,47,1
4,3,0,0,4,3341.0,5,4,4,3,3,44,1
1,1,1,1,1,1773.0,1,3,1,1,1,49,0
3,3,0,0,3,403.0,3,2,1,3,1,22,0
3,3,1,0,5,1069.0,5,2,1,5,3,48,0
1,1,1,0,4,622.0,4,2,1,4,1,23,0
3,4,0,0,3,2072.0,3,4,4,3,4,25,1
2,2,1,0,2,1823.0,2,5,1,2,3,32,0
1,1,0,0,1,1068.0,1,5,1,1,3,23,0
1,1,1,0,2,2400.0,2,1,1,2,3,53,0
5,2,0,0,4,399.0,4,4,4,5,2,57,1
5,1,0,0,5,651.0,4,5,5,3,3,35,1
5,5,2,0,5,216.0,5,5,3,5,3,39,1
1,1,1,0,4,679.0,4,5,4,4,1,24,0
2,2,1,1,5,2174.0,5,4,4,5,2,50,0
4,0,0,0,4,2573.0,4,4,4,4,0,42,1
5,1,0,0,3,1875.0,5,3,3,5,1,46,1
5,5,1,0,5,475.0,5,3,2,5,5,24,1
3,3,1,1,1,1061.0,1,2,4,1,3,53,0
4,4,1,1,3,1428.0,3,2,2,3,4,19,1
5,5,0,0,2,201.0,2,2,4,2,5,25,1
3,3,1,1,3,250.0,5,4,2,3,3,68,0
0,3,1,1,3,158.0,3,2,5,3,0,40,0
5,3,0,0,4,1400.0,4,4,4,4,3,51,1
4,3,0,0,4,1672.0,4,3,5,4,1,33,1
3,3,1,0,3,157.0,3,4,1,3,1,31,0
4,4,1,0,4,409.0,4,4,1,4,2,26,1
1,1,1,1,4,813.0,4,1,3,4,1,18,0
2,2,0,0,1,1092.0,1,4,5,1,2,36,0
1,1,2,0,1,151.0,1,2,4,1,5,32,0
3,4,0,0,1,204.0,4,1,1,3,2,36,0
5,5,1,0,1,1201.0,2,3,2,1,5,24,1
2,3,1,1,1,2465.0,2,2,5,2,4,48,0
3,3,0,0,3,1558.0,3,5,1,3,3,23,0
4,4,1,0,4,73.0,4,3,5,4,4,39,1
4,2,0,0,4,762.0,5,4,4,3,2,36,1
2,2,1,1,4,2704.0,4,5,1,4,2,10,0
1,1,1,1,1,588.0,3,5,3,1,1,38,0
4,4,1,0,2,550.0,2,2,4,2,4,36,0
3,3,0,0,2,631.0,2,3,5,2,3,26,0
5,1,0,0,5,214.0,4,5,5,5,3,43,1
4,2,0,0,5,3718.0,5,5,5,3,2,59,1
2,3,1,1,3,546.0,3,3,1,3,2,60,0
3,3,1,0,3,255.0,3,5,3,3,2,63,0
4,3,2,1,5,515.0,4,3,5,4,3,59,0
1,1,1,0,5,480.0,3,4,2,5,1,19,0
4,1,0,0,4,3726.5,4,4,3,4,1,24,1
5,5,2,0,5,518.0,5,4,2,5,4,50,1
4,4,1,1,4,554.0,2,4,5,4,4,31,0
5,5,0,1,4,236.0,5,5,4,4,5,39,1
4,4,1,0,4,325.0,3,4,4,4,2,46,0
5,4,0,1,5,1096.0,1,4,5,2,4,48,0
4,4,1,1,3,1773.0,2,3,3,3,4,17,0
4,4,0,0,4,3666.0,5,4,4,5,4,54,1
4,4,1,1,4,1733.0,4,2,4,4,4,46,1
4,4,1,1,3,528.0,3,5,4,3,4,11,0
2,2,0,0,2,2454.0,2,3,3,2,2,20,1
5,3,1,1,4,337.0,2,3,4,4,3,69,0
3,3,0,0,3,1250.0,3,3,3,4,2,50,0
3,3,1,0,3,1076.0,3,3,4,3,4,29,0
5,2,0,1,4,383.0,4,3,3,4,5,29,0
5,5,0,0,4,2249.0,5,4,4,4,5,58,1
2,2,2,0,2,404.0,2,3,3,2,3,39,0
5,3,2,1,4,2381.0,5,3,2,5,3,37,0
4,4,1,1,2,1020.0,2,3,3,2,4,49,0
5,3,0,0,4,3726.5,5,4,4,4,3,49,1
2,2,1,0,2,842.0,2,2,3,2,4,78,0
2,2,1,1,5,531.0,5,2,4,5,2,21,0
5,1,1,1,3,280.0,5,1,3,4,1,67,0
4,4,0,0,4,1670.0,4,1,2,4,2,29,0
1,5,0,0,5,2815.0,1,5,5,5,5,35,1
5,1,0,0,5,719.0,5,4,3,5,1,30,1
2,2,1,1,2,255.0,2,4,1,2,2,33,0
4,1,0,0,5,3726.5,4,5,5,3,1,46,1
2,2,0,1,2,1310.0,2,3,3,2,2,26,0
5,1,0,0,5,2039.0,5,5,4,5,1,29,1
3,3,1,0,3,628.0,3,2,1,3,3,38,0
3,3,1,0,1,467.0,1,4,3,1,3,38,0
5,3,0,0,4,3227.0,5,4,4,5,3,38,1
5,4,0,0,5,1748.0,5,5,5,3,4,58,1
4,1,1,1,4,369.0,3,1,4,4,1,56,0
4,4,1,0,2,594.0,2,5,2,2,4,21,0
3,3,1,1,1,184.0,1,1,4,1,3,23,0
5,5,0,0,1,404.0,4,3,4,1,5,39,1
4,2,0,0,4,1428.0,5,4,4,4,2,34,1
3,2,1,0,3,679.0,3,2,3,1,1,58,0
3,3,1,1,1,991.0,1,3,4,1,3,19,0
4,1,0,0,5,3726.5,5,5,5,3,1,55,1
5,1,0,0,4,2979.0,3,3,5,3,1,30,0
3,3,1,0,5,194.0,5,1,1,5,3,36,0
3,2,0,0,2,1589.0,2,3,4,2,3,38,0
3,2,1,0,2,851.0,2,5,5,2,3,23,0
4,4,0,0,4,251.0,5,4,4,3,4,39,1
1,2,2,1,2,1346.0,2,2,3,2,1,65,0
5,2,0,0,4,1342.0,4,4,4,3,2,59,1
0,2,1,1,4,175.0,4,3,3,4,0,52,0
4,3,0,0,3,798.0,4,3,3,2,4,41,0
3,4,0,0,4,3632.0,3,3,4,4,1,40,0
3,3,0,0,3,3397.0,3,3,3,4,1,56,0
3,3,1,1,1,954.0,1,3,1,1,3,35,0
5,2,0,0,5,2521.0,5,5,5,5,2,59,1
3,4,0,0,3,669.0,4,2,4,3,3,24,1
5,4,0,0,5,804.0,4,5,5,3,1,49,1
4,4,0,0,4,2300.0,3,4,4,2,2,38,0
3,3,2,0,3,389.0,3,2,2,3,2,68,0
4,4,1,0,3,986.0,4,4,1,4,4,46,0
2,2,0,1,5,853.0,5,2,3,5,2,21,0
3,3,1,1,4,213.0,4,3,4,4,3,8,0
5,4,0,0,5,3726.5,5,3,4,5,4,29,1
2,2,1,1,4,1626.0,4,5,5,4,2,23,0
3,4,0,0,4,1034.0,4,5,4,5,4,39,1
0,0,0,0,3,733.0,3,5,4,3,0,25,1
4,4,1,0,4,137.0,4,2,2,4,4,53,1
5,2,0,0,4,1556.0,4,2,4,4,2,30,1
2,2,0,0,3,2611.0,3,2,4,3,2,25,0
5,5,1,0,5,182.0,5,2,4,5,5,63,1
2,4,1,1,4,290.0,4,4,3,4,2,30,1
1,1,2,1,2,516.0,2,4,4,2,1,66,0
5,4,0,0,4,2316.0,5,4,4,3,5,52,1
3,3,0,0,3,1258.0,3,5,3,3,3,35,0
2,2,1,1,4,306.0,4,3,3,4,2,24,0
4,1,1,1,5,436.0,5,1,5,3,1,52,0
4,4,1,0,4,927.0,4,2,1,4,5,35,1
4,3,0,0,4,3419.0,4,4,4,3,3,56,1
2,2,1,1,4,991.0,4,1,1,4,2,25,0
3,3,0,0,3,488.0,3,2,3,3,1,24,0
4,0,0,0,3,3176.0,4,3,3,4,0,52,1
2,3,1,1,5,784.0,2,2,3,5,2,8,0
2,5,0,0,5,566.0,1,5,5,5,5,40,1
4,4,1,0,4,110.0,4,5,4,4,2,39,1
2,3,0,1,5,551.0,4,3,5,4,3,50,0
3,3,0,0,3,954.0,4,3,3,2,3,42,0
3,3,2,1,2,342.0,2,4,1,2,3,34,0
4,3,0,0,5,594.0,4,5,5,5,3,36,1
4,2,0,0,4,432.0,4,3,3,4,2,28,1
4,4,1,0,2,819.0,2,5,4,2,4,24,1
4,4,1,0,4,521.0,4,3,2,4,3,34,1
4,1,0,0,5,591.0,5,5,5,4,1,39,1
1,1,1,0,2,479.0,2,5,4,2,1,23,0
3,1,0,0,1,1939.0,3,1,1,4,4,39,0
3,3,1,0,3,366.0,3,5,3,3,4,60,1
3,3,2,1,2,416.0,2,1,3,2,3,38,0
1,1,1,1,4,334.0,4,5,3,4,1,56,0
3,3,1,0,5,936.0,5,1,2,5,3,19,0
1,2,0,0,4,2934.0,2,4,4,5,4,50,1
4,4,0,0,4,236.0,2,5,4,4,4,51,1
4,3,1,1,4,899.0,2,1,2,4,4,27,0
2,2,1,1,3,1399.0,3,5,4,3,2,34,0
4,4,0,0,1,373.0,1,1,3,1,4,39,1
2,5,0,0,2,715.0,2,4,4,2,5,22,1
2,2,1,1,5,1303.0,5,4,1,5,2,8,0
2,2,0,1,3,391.0,3,4,4,3,2,28,0
3,3,0,0,4,746.0,2,4,4,1,3,49,1
5,4,0,0,4,3726.5,4,4,4,5,4,58,1
1,1,1,0,5,457.0,5,5,1,5,1,20,0
4,2,0,0,3,1759.0,3,1,5,3,4,26,1
1,2,1,1,5,1444.0,3,2,5,5,2,70,0
3,2,1,0,1,426.0,1,2,2,1,3,44,0
3,3,1,1,1,937.0,1,1,1,1,3,9,0
5,2,0,0,4,591.0,4,4,4,3,2,51,1
4,2,0,0,2,3116.0,3,2,2,3,2,54,0
3,3,0,0,4,1598.0,5,4,4,5,3,52,1
1,1,1,0,1,77.0,1,5,3,1,5,35,0
3,3,1,1,2,182.0,2,4,3,2,3,51,0
4,3,0,0,4,3617.0,5,4,4,5,3,58,1
3,3,1,1,3,1607.0,3,2,5,3,3,32,0
3,3,1,0,1,156.0,1,3,1,1,3,36,0
1,4,0,0,5,3726.5,4,5,5,2,4,51,1
3,3,1,1,5,628.0,3,5,4,5,3,16,0
3,3,1,1,4,2565.0,5,4,5,5,3,9,0
2,2,1,1,4,67.0,4,5,3,4,2,31,0
2,2,1,1,5,2556.0,5,3,1,5,2,46,0
4,1,0,0,5,1660.0,4,5,5,5,1,51,1
4,3,0,0,4,1522.0,5,4,4,4,3,48,1
3,4,1,1,2,319.0,3,4,4,3,4,69,0
2,1,1,1,4,957.0,1,2,4,4,2,19,0
3,3,1,1,3,551.0,5,5,4,3,3,10,0
4,1,0,0,5,125.0,4,5,5,3,1,37,1
